property_id,property_name,listing_type,price_zar,price_tier,review_count,demand_score,suburb,city,region,country,url,has_promo_flag,discount_pct,price_outlier_flag
117687.0,Piekfijn Robertson,Self Catering,1116.0,Mid-Range,39.0,3.61,Robertson Robertson,Robertson Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/piekfijn-robertson,False,,False
101983.0,Flute Cottage,Self Catering,2841.0,Luxury,12.0,1.67,Klaasvoogd West,Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/klawerjas-flute-cottage,False,,False
144115.0,Winter Special! Winter Special! Parmant,Self Catering,1050.0,Mid-Range,13.0,1.2,Robertson Robertson,Robertson Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/parmant,False,,False
8543.0,DuVon Farmhouse,Self Catering,1250.0,Premium,112.0,12.44,Robertson Robertson,Robertson Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/duvon-farmhouse,False,,False
126508.0,Patmos Stay,Self Catering,1750.0,Premium,14.0,1.56,Robertson Robertson,Robertson Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/patmos-stay,False,,False
25796.0,Arnheim Guest Cottage,Self Catering,1800.0,Premium,87.0,9.67,Robertson Robertson,Robertson Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/arnheim-guesthouse,False,,False
75532.0,theLAB Robertson,B&B,2180.0,Premium,56.0,6.22,Geduld,Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/thelab-robertson-13,False,,False
69136.0,Hayburg House,Self Catering,1160.0,Mid-Range,72.0,6.67,Robertson Robertson,Robertson Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/hayburg-house,False,,False
121105.0,Pepper Cottage,Self Catering,3200.0,Luxury,10.0,1.39,Geduld,Robertson,Robertson,South Africa,https://www.lekkeslaap.co.za/accommodation/pepper-cottage,False,,False
107965.0,Raisin Rest,Self Catering,1200.0,Premium,59.0,6.56,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/raisin-rest,False,,False
34948.0,Voni's Cottage,Self Catering,900.0,Mid-Range,34.0,3.15,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/vonis-cottage,False,,False
90825.0,Hartland Gastehuis,Self Catering,2300.0,Premium,17.0,1.89,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/hartland-gastehuis,False,,False
10059.0,Melkboomsdrift Guest House & Conference Centre,Guest House,3220.0,Luxury,97.0,13.47,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/melkboomsdrift-guest-house--conference-centre,False,,False
113390.0,Eikenhof Plaas,Self Catering,1400.0,Premium,26.0,2.89,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/eikenhof-plaas,False,,False
106906.0,Herdershuisie,Self Catering,1600.0,Premium,45.0,5.0,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/herdershuisie,False,,False
146799.0,Voni's Cottage 2,Self Catering,1100.0,Mid-Range,3.0,0.28,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/vonis-cottage-2,False,,False
146574.0,13 On Ash,B&B,1170.0,Mid-Range,3.0,0.28,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/13-on-ash,False,,False
107381.0,Nama-Nama Guest Rooms,B&B,810.0,Mid-Range,95.0,8.8,Vredendal Vredendal,Vredendal Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/nama-nama-guest-room,False,,False
145572.0,Nama Qua Game Reserve,Self Catering,350.0,Budget,12.0,0.89,Vredendal,Vredendal,Vredendal,South Africa,https://www.lekkeslaap.co.za/accommodation/nama---qua-game-reserve,False,,False
105242.0,As Featured on Instagram White House,Self Catering,3200.0,Luxury,19.0,2.64,Koringberg,Swartland,Swartland,South Africa,https://www.lekkeslaap.co.za/accommodation/white-house-74,False,,False
7384.0,Dassenheuwel Farm Stay,Self Catering,1155.0,Mid-Range,83.0,7.69,Malmesbury,Swartland,Swartland,South Africa,https://www.lekkeslaap.co.za/accommodation/dassenheuwel-farm-stay,False,,False
77331.0,L'Bloom Country House,Self Catering,2934.0,Luxury,22.0,3.06,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/lbloom-country-house,False,,False
9059.0,Mont Rouge Cottages,Self Catering,2040.0,Premium,65.0,7.22,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/mont-rouge-cottages,False,,False
29513.0,Vindoux Guest Farm & Spa,Guest House,844.0,Mid-Range,172.0,15.93,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/vindoux-guest-farm--spa,False,,False
77082.0,Duikersdrift Winelands Country Escape,Self Catering,1670.0,Premium,44.0,4.89,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/duikersdrift-winelands-country-escape,False,,False
25667.0,Saronsberg Vineyard Cottages,Self Catering,1600.0,Premium,181.0,20.11,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/saronsberg-vineyard-cottages-98,False,,False
84065.0,Villa Tarentaal,Self Catering,1190.0,Mid-Range,56.0,5.19,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/villa-tarentaal-17,True,30.0,False
46124.0,Fisaasbos se Huis,Self Catering,2800.0,Luxury,28.0,3.89,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/fisaasbos,False,,False
123473.0,As Featured on Instagram Bergsicht Country Cottages - Southern Belle,Self Catering,1900.0,Premium,23.0,2.56,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/bergsicht-country-southern-belle-cottage,False,,False
112120.0,As Featured on Instagram The Firemaster House,Self Catering,4080.0,Luxury,8.0,1.11,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/the-firemaster-house,False,,False
123475.0,Bergsicht Country Cottages - Laetitia,Self Catering,1900.0,Premium,41.0,4.56,Tulbagh Tulbagh,Tulbagh Tulbagh,Tulbagh,South Africa,https://www.lekkeslaap.co.za/accommodation/bergsicht-country-laetitia-farm-cottage,False,,False
100594.0,Dorpsig Cottage,Self Catering,1683.0,Premium,21.0,2.33,Paarl Paarl,Paarl Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/dorpsig-cottage,False,,False
112380.0,Stirling Huis,Self Catering,900.0,Mid-Range,37.0,3.43,Lemoenkloof,Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/stirling-huis,False,,False
122134.0,Sun Hill Cottage,Self Catering,800.0,Mid-Range,57.0,5.28,Courtrai,Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/sun-hill-cottage,False,,False
6401.0,Skinkikofi,Guest House,1350.0,Premium,93.0,10.33,Paarl Paarl,Paarl Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/skinkikofi-manor,False,,False
35291.0,d'Olyfboom Guest House,B&B,2900.0,Luxury,54.0,7.5,Paarl Paarl,Paarl Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/dolyfboom-guest-house,False,,False
32798.0,Paarl Mountain Lodge,Lodge,1620.0,Premium,48.0,5.33,Paarl Paarl,Paarl Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/paarl-mountain-lodge,False,,False
119721.0,Royal Beauty,Self Catering,810.0,Mid-Range,6.0,0.56,Paarl Paarl,Paarl Paarl,Paarl,South Africa,https://www.lekkeslaap.co.za/accommodation/royal-beauty,False,,False
146844.0,Swannie Creek,Self Catering,2667.0,Luxury,5.0,0.69,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/swannie-creek,False,,False
117933.0,Annex at Pippins,Self Catering,1850.0,Premium,14.0,1.56,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/annex-at-pippins,False,,False
106953.0,Blissful Country Garden Cottage,Self Catering,1158.0,Mid-Range,53.0,4.91,Grabouw,Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/blissful-garden-cottage,False,,False
66839.0,Galileo Farm,Self Catering,1300.0,Premium,42.0,4.67,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/galileo-farm,False,,False
42029.0,Elgin Country Lodge,B&B,1600.0,Premium,38.0,4.22,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/elgin-country-lodge,False,,False
26881.0,As Featured on Instagram Belfield Wines and Farm Cottages,Self Catering,1147.0,Mid-Range,101.0,9.35,Grabouw,Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/belfield-wines-and-farm-cottages,False,,False
40378.0,As Featured on Instagram Cheverells Farm Cottages,Self Catering,2100.0,Premium,13.0,1.44,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/cheverells-farm-cottages,False,,False
30350.0,Elgin Vintners Country House,Guest House,2040.0,Premium,27.0,3.0,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/elgin-vintners-country-house,False,,False
28679.0,Paul Wallace Wines and Guest Cottages,Self Catering,1300.0,Premium,54.0,6.0,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/paul-wallace-wines-and-guest-cottages,False,,False
148153.0,Acacia Country Garden Cottage,Self Catering,1250.0,Premium,6.0,0.67,Elgin Elgin,Elgin Elgin,Elgin,South Africa,https://www.lekkeslaap.co.za/accommodation/acacia-country-garden-cottage,False,,False
16926.0,Astoni Guest Lodge Twins,Self Catering,968.0,Mid-Range,97.0,8.98,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/twins-self-catering-accommodation,False,,False
138675.0,5 on Ash,Self Catering,900.0,Mid-Range,4.0,0.37,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/5-on-ash,False,,False
91023.0,LouwDownOnVaal,Self Catering,13000.0,Luxury,1.0,0.14,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/louwdownonvaal,False,,False
131032.0,@Bijl Gastehuis,Self Catering,750.0,Mid-Range,15.0,1.39,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/bijl-gastehuis,False,,False
20740.0,La Vita Dreams Guesthouse,Guest House,882.0,Mid-Range,109.0,10.09,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/la-vita-dreams-guesthouse,False,,False
80667.0,Teen die Water VakansieHuis,Self Catering,4000.0,Luxury,5.0,0.69,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/teen-die-water,False,,False
17824.0,Vaal River Guest House,Guest House,850.0,Mid-Range,69.0,6.39,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/vaal-river-guest-house,False,,False
53679.0,4B on Delius,Guest House,1093.0,Mid-Range,34.0,3.15,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/4b-on-delius,False,,False
34996.0,Amadeus Guesthouse,Guest House,980.0,Mid-Range,103.0,9.54,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/amadeus-guesthouse,False,,False
127296.0,Vaal River Boathouse Bungalow,Self Catering,2115.0,Premium,2.0,0.22,Vanderbijlpark Vanderbijlpark,Vanderbijlpark Vanderbijlpark,Vanderbijlpark,South Africa,https://www.lekkeslaap.co.za/accommodation/cloudrift-getaways,False,,False
65367.0,Sage Cottage,Self Catering,5440.0,Luxury,27.0,3.75,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/sage-cottage,False,,False
84711.0,Good Riddin's Beach Cottage,Self Catering,1050.0,Mid-Range,49.0,4.54,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/good-riddins-beach-cottage,False,,False
17160.0,Woodlands Cottages and Camping,Self Catering,99.0,Budget,66.0,4.89,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/woodlands-cottages-and-camping,False,,False
103595.0,Dave's Dream,Self Catering,4000.0,Luxury,5.0,0.69,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/daves-dream,False,,False
149758.0,No. 2 Eastbourne Road @ Kenton on Sea,Self Catering,700.0,Mid-Range,3.0,0.28,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/no-2-eastbourne-road--kenton-on-sea,False,,False
103559.0,25 Vasco Da Gama,Self Catering,900.0,Mid-Range,18.0,1.67,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/25-vasco-da-gama,False,,False
77012.0,Heaven Scent,Self Catering,950.0,Mid-Range,29.0,2.69,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/heaven-scent,False,,False
114046.0,Oribi Haven Cottages,Self Catering,860.0,Mid-Range,16.0,1.48,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/oribi-haven-cottages-59,False,,False
48215.0,Sky Blue Guest House,Guest House,1400.0,Premium,16.0,1.78,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/sky-blue-guest-house,False,,False
150221.0,Idylla,Self Catering,800.0,Mid-Range,0.0,0.0,Kenton-on-Sea Kenton-on-Sea,Kenton-on-Sea Kenton-on-Sea,Kenton On Sea,South Africa,https://www.lekkeslaap.co.za/accommodation/idylla-3-bedroom-apartment,False,,False
26155.0,Underhill Farm,Self Catering,1000.0,Mid-Range,82.0,7.59,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/underhill-farm,False,,False
103689.0,Die Klein Galery,B&B,1100.0,Mid-Range,45.0,4.17,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/die-klein-galery,False,,False
111963.0,10 on Berg,Self Catering,1785.0,Premium,3.0,0.33,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/10-on-berg,False,,False
157539.0,Olive Cottage,Self Catering,1870.0,Premium,0.0,0.0,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/olive-cottage-99,False,,False
122944.0,Villa Villiers,Self Catering,2640.0,Luxury,5.0,0.69,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/villa-villiers,False,,False
118423.0,Fairway Corner,Self Catering,3100.0,Luxury,14.0,1.94,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/fairway-corner,False,,False
48552.0,Dennehof Farm Guesthouse,Self Catering,900.0,Mid-Range,73.0,6.76,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/dennehof-farm-guesthouse,False,,False
140378.0,Southern Yurts Malachite,Self Catering,2500.0,Luxury,0.0,0.0,Villiersdorp,Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/southern-yurts-malachite,False,,False
34934.0,Theewaterskloof Country Estate,Self Catering,3000.0,Luxury,58.0,8.06,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/theewaterskloof-country-estate,False,,False
110258.0,10th Hole on Theewaterskloof Golf Estate,Self Catering,2950.0,Luxury,6.0,0.83,Villiersdorp Villiersdorp,Villiersdorp Villiersdorp,Villiersdorp,South Africa,https://www.lekkeslaap.co.za/accommodation/10th-hole-on-theewaterskloof-golf-estate,False,,False
16680.0,Alm-Ü,Self Catering,2700.0,Luxury,136.0,18.89,Dullstroom Dullstroom,Dullstroom Dullstroom,Dullstroom,South Africa,https://www.lekkeslaap.co.za/accommodation/alm-u,False,,False
117828.0,Rest Guesthouse,Self Catering,1050.0,Mid-Range,4.0,0.37,Dullstroom Dullstroom,Dullstroom Dullstroom,Dullstroom,South Africa,https://www.lekkeslaap.co.za/accommodation/dullstroom-guest-house,False,,False
105985.0,DullVino Apartment 8 Millers Cove,Self Catering,1388.0,Premium,30.0,3.33,Dullstroom Dullstroom,Dullstroom Dullstroom,Dullstroom,South Africa,https://www.lekkeslaap.co.za/accommodation/dullvino-apartment--millers-cove,False,,False
106388.0,The Stables at Critchley,Self Catering,1050.0,Mid-Range,101.0,9.35,Dullstroom Dullstroom,Dullstroom Dullstroom,Dullstroom,South Africa,https://www.lekkeslaap.co.za/accommodation/the-stables-at-critchley,False,,False
29797.0,The Beagle’s Nest,Self Catering,1350.0,Premium,86.0,9.56,Dullstroom Dullstroom,Dullstroom Dullstroom,Dullstroom,South Africa,https://www.lekkeslaap.co.za/accommodation/dullstroom-kruger-cottage,False,,False
130746.0,Idlewood 1,Self Catering,3086.0,Luxury,2.0,0.28,Dullstroom Dullstroom,Dullstroom Dullstroom,Dullstroom,South Africa,https://www.lekkeslaap.co.za/accommodation/idlewood-1,False,,False
30880.0,A'Damsview,Self Catering,900.0,Mid-Range,813.0,75.28,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/adamsview,False,,False
16722.0,Gariep Gardens,Self Catering,850.0,Mid-Range,333.0,30.83,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/gariep-gardens-49,False,,False
16528.0,Angela's Lodge,Self Catering,850.0,Mid-Range,254.0,23.52,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/angelas-lodge-19,False,,False
85725.0,Gariepview,Self Catering,797.0,Mid-Range,882.0,81.67,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/gariep-view,False,,False
16526.0,Rose Cottage,Self Catering,850.0,Mid-Range,432.0,40.0,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/rose-cottage-96,False,,False
82951.0,Little Haven,Guest House,1100.0,Mid-Range,198.0,18.33,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/little-haven-11,False,,False
18029.0,View Lodge,Guest House,940.0,Mid-Range,671.0,62.13,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/view-lodge,False,,False
3295.0,Stoneridge Guesthouse,Guest House,1300.0,Premium,176.0,19.56,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/stoneridge-guesthouse,False,,False
1831.0,Waschbank River Lodge,Lodge,1600.0,Premium,622.0,69.11,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/waschbank-river-lodge,False,,False
89049.0,Ruigtevallei Lodge,Guest House,1180.0,Mid-Range,179.0,16.57,Gariep Dam Gariep Dam,Gariep Dam Gariep Dam,Gariep Dam,South Africa,https://www.lekkeslaap.co.za/accommodation/ruigtevallei-lodge,False,,False
104221.0,As Featured on Instagram Kanaal Kooi,Self Catering,1650.0,Premium,32.0,3.56,Keidebees,Upington,Upington,South Africa,https://www.lekkeslaap.co.za/accommodation/kanaal-kooi,False,,False
79061.0,The Oasis Hotel,Hotel,1978.0,Premium,25.0,2.78,Upington Upington,Upington Upington,Upington,South Africa,https://www.lekkeslaap.co.za/accommodation/the-oasis-hotel,False,,False
27875.0,Le Must River Residence,Guest House,1318.0,Premium,16.0,1.78,Upington Upington,Upington Upington,Upington,South Africa,https://www.lekkeslaap.co.za/accommodation/le-must-river-residence,False,,False
9802.0,Riverbank Lodge,Guest House,1240.0,Premium,144.0,16.0,Upington Upington,Upington Upington,Upington,South Africa,https://www.lekkeslaap.co.za/accommodation/riverbank-lodge,False,,False
15635.0,BeMyGuest,Guest House,1370.0,Premium,131.0,14.56,Die Rand,Upington,Upington,South Africa,https://www.lekkeslaap.co.za/accommodation/bemyguest,False,,False
11535.0,Sun River Kalahari Lodge,Lodge,1680.0,Premium,90.0,10.0,Middelpos,Upington,Upington,South Africa,https://www.lekkeslaap.co.za/accommodation/sun-river-kalahari-lodge,False,,False
4158.0,Tides River Lodge,Self Catering,2480.0,Premium,47.0,5.22,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/tides-river-lodge,False,,False
84637.0,Riverdance Cottage,Self Catering,1500.0,Premium,20.0,2.22,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/riverdance-cottage,False,,False
119933.0,As Featured on Instagram Wooden House - Living the Breede,Self Catering,5500.0,Luxury,0.0,0.0,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/wooden-house-10,False,,False
102630.0,Waterkant Cottage,Self Catering,1400.0,Premium,8.0,0.89,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/living-the-breede---waterkant-cottage,False,,False
102210.0,Lorigan House,Self Catering,3200.0,Luxury,1.0,0.14,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/living-the-breede---lorigan-house,False,,False
4341.0,As Featured on Instagram Breede Getaway,Self Catering,3800.0,Luxury,21.0,2.92,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/the-breede-river-getaway-home,False,,False
149544.0,Dad's House,Self Catering,1575.0,Premium,1.0,0.11,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/dads-house,False,,False
20535.0,Malagas Hotel,Hotel,2700.0,Luxury,59.0,8.19,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/malagas-hotel,False,,False
72721.0,Harvest Moon Sanctuary Houseboat 2,Self Catering,3200.0,Luxury,0.0,0.0,Malgas Malgas,Malgas Malgas,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/living-the-breede---houseboat-2,False,,False
85612.0,Ossies Kloof,Self Catering,4200.0,Luxury,0.0,0.0,Malgas Malgas Conferencing Facilities,Malgas Malgas Conferencing Facilities,Malgas,South Africa,https://www.lekkeslaap.co.za/accommodation/living-the-breede---ossies-kloof,False,,False
26817.0,La Belle Guesthouse Parys,Guest House,765.0,Mid-Range,204.0,18.89,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/die-suidooster-gastehuis,False,,False
15385.0,Mirabel Guesthouse,Guest House,990.0,Mid-Range,98.0,9.07,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/mirabel-guesthouse,False,,False
53103.0,Boom69 Self-catering,Self Catering,799.0,Mid-Range,98.0,9.07,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/boom69,False,,False
8549.0,Schilbach House,Self Catering,1500.0,Premium,232.0,25.78,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/the-white-giraffe,False,,False
27051.0,À la Maison Boutique Guesthouse,Guest House,1094.0,Mid-Range,167.0,15.46,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/a-la-maison,False,,False
35395.0,Rambling Rapids,Self Catering,1000.0,Mid-Range,111.0,10.28,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/the-white-giraffe-river-cottage-2,False,,False
89942.0,Cottage @ 49,Self Catering,675.0,Budget,82.0,6.07,Parys Parys,Parys Parys,Parys,South Africa,https://www.lekkeslaap.co.za/accommodation/cottage--49,False,,False
16681.0,Langfontein Farm Cottages,Self Catering,1600.0,Premium,102.0,11.33,Graaff-Reinet Graaff-Reinet,Graaff-Reinet Graaff-Reinet,Graaff Reinet,South Africa,https://www.lekkeslaap.co.za/accommodation/langfontein-guest-farm,False,,False
69281.0,Victorian Square Guesthouse,Self Catering,1700.0,Premium,116.0,12.89,Graaff-Reinet Graaff-Reinet,Graaff-Reinet Graaff-Reinet,Graaff Reinet,South Africa,https://www.lekkeslaap.co.za/accommodation/victorian-square-guesthouse,False,,False
25482.0,Blaauwater Farm Garden Cottage,Self Catering,2000.0,Premium,52.0,5.78,Graaff-Reinet Graaff-Reinet,Graaff-Reinet Graaff-Reinet,Graaff Reinet,South Africa,https://www.lekkeslaap.co.za/accommodation/blaauwater-farm-garden-unit,False,,False
98598.0,Die Dorpshuis,Self Catering,1100.0,Mid-Range,135.0,12.5,Graaff-Reinet Graaff-Reinet,Graaff-Reinet Graaff-Reinet,Graaff Reinet,South Africa,https://www.lekkeslaap.co.za/accommodation/die-dorpshuis-18,False,,False
134267.0,Contemporary Karoo,Self Catering,3500.0,Luxury,10.0,1.39,Graaff-Reinet Graaff-Reinet,Graaff-Reinet Graaff-Reinet,Graaff Reinet,South Africa,https://www.lekkeslaap.co.za/accommodation/contemporary-karoo,False,,False
